,factura_id,ciudad,tipo_cliente,genero,linea_producto,precio,cantidad,impuesto_5,total,fecha,hora,pago,rating,Producto_id,tienda_id,fecha_larga
524,534-01-4457,Yangon,Normal,Male,Food and beverages,81.71,6.0,24.513,514.773,01/27/2019,14:36,Credit card,8.0,3.0,1,01/27/2019 14:36
525,719-89-8991,Yangon,Member,Female,Sports and travel,91.41,5.0,22.8525,479.9025,02/25/2019,16:03,Ewallet,7.1,4.0,2,02/25/2019 16:03
526,286-62-6248,Mandalay,Normal,Male,Fashion accessories,39.21,4.0,7.842,164.682,01/16/2019,20:03,Credit card,9.0,5.0,3,01/16/2019 20:03
527,339-38-9982,Mandalay,Member,Male,Fashion accessories,59.86,2.0,5.986,125.706,01/13/2019,14:55,Ewallet,6.7,6.0,4,01/13/2019 14:55
528,827-44-5872,Mandalay,Member,Female,Food and beverages,54.36,10.0,27.18,570.78,02/07/2019,11:28,Credit card,6.1,6.0,5,02/07/2019 11:28
529,827-77-7633,Yangon,Normal,Male,Sports and travel,98.09,9.0,44.1405,926.9505,02/17/2019,19:41,Cash,9.3,7.0,6,02/17/2019 19:41
530,287-83-1405,Yangon,Normal,Male,Health and beauty,25.43,6.0,7.629,160.209,02/12/2019,19:01,Ewallet,7.0,1.0,1,02/12/2019 19:01
531,435-13-4908,Yangon,Member,Male,Fashion accessories,86.68,8.0,34.672,728.112,01/24/2019,18:04,Credit card,7.2,1.0,4,01/24/2019 18:04
532,857-67-9057,Mandalay,Normal,Male,Electronic accessories,22.95,10.0,11.475,240.975,02/06/2019,19:20,Ewallet,8.2,3.0,5,02/06/2019 19:20
533,236-27-1144,Naypyitaw,Normal,Female,Food and beverages,16.31,9.0,7.3395,154.1295,03/26/2019,10:31,Ewallet,8.4,5.0,6,03/26/2019 10:31
534,892-05-6689,Yangon,Normal,Female,Home and lifestyle,28.32,5.0,7.08,148.68,03/11/2019,13:28,Ewallet,6.2,9.0,7,03/11/2019 13:28
535,583-41-4548,Naypyitaw,Normal,Male,Home and lifestyle,16.67,7.0,5.8345,122.5245,02/07/2019,11:36,Ewallet,7.4,3.0,8,02/07/2019 11:36
536,339-12-4827,Mandalay,Member,Female,Fashion accessories,73.96,1.0,3.698,77.658,01/05/2019,11:32,Credit card,5.0,2.0,1,01/05/2019 11:32
537,643-38-7867,Yangon,Normal,Male,Home and lifestyle,97.94,1.0,4.897,102.837,03/07/2019,11:44,Ewallet,6.9,1.0,4,03/07/2019 11:44
538,308-81-0538,Yangon,Normal,Female,Fashion accessories,73.05,4.0,14.61,306.81,02/25/2019,17:16,Credit card,4.9,1.0,3,02/25/2019 17:16
539,358-88-9262,Naypyitaw,Member,Female,Food and beverages,87.48,6.0,26.244,551.124,02/01/2019,18:43,Ewallet,5.1,5.0,7,02/01/2019 18:43
540,460-35-4390,Yangon,Normal,Male,Home and lifestyle,30.68,3.0,4.602,96.642,01/22/2019,11:00,Ewallet,9.1,6.0,6,01/22/2019 11:00
541,343-87-0864,Naypyitaw,Member,Male,Health and beauty,75.88,1.0,3.794,79.674,01/03/2019,10:30,Credit card,7.1,7.0,8,01/03/2019 10:30
542,173-50-1108,Mandalay,Member,Female,Sports and travel,20.18,4.0,4.036,84.756,02/13/2019,12:14,Credit card,5.0,8.0,1,02/13/2019 12:14
543,243-47-2663,Naypyitaw,Member,Male,Electronic accessories,18.77,6.0,5.631,118.251,01/28/2019,16:43,Credit card,5.5,234.0,2,01/28/2019 16:43
544,841-18-8232,Mandalay,Normal,Female,Food and beverages,71.2,1.0,3.56,74.76,01/05/2019,20:40,Credit card,9.2,34.0,4,01/05/2019 20:40
545,701-23-5550,Mandalay,Member,Male,Home and lifestyle,38.81,4.0,7.762,163.002,03/19/2019,13:40,Ewallet,4.9,3.0,5,03/19/2019 13:40
546,647-50-1224,Yangon,Normal,Female,Fashion accessories,29.42,10.0,14.71,308.91,01/12/2019,16:23,Ewallet,8.9,3.0,7,01/12/2019 16:23
547,541-48-8554,Yangon,Normal,Male,Sports and travel,60.95,9.0,27.4275,575.9775,01/07/2019,12:08,Credit card,6.0,45.0,6,01/07/2019 12:08
548,539-21-7227,Mandalay,Normal,Female,Sports and travel,51.54,5.0,12.885,270.585,01/26/2019,17:45,Cash,4.2,6.0,8,01/26/2019 17:45
549,213-32-1216,Yangon,Normal,Female,Electronic accessories,66.06,6.0,19.818,416.178,01/23/2019,10:28,Cash,7.3,7.0,1,01/23/2019 10:28
550,747-58-7183,Mandalay,Normal,Male,Fashion accessories,57.27,3.0,8.5905,180.4005,02/09/2019,20:31,Ewallet,6.5,4.0,2,02/09/2019 20:31
551,582-52-8065,Mandalay,Normal,Female,Fashion accessories,54.31,9.0,24.4395,513.2295,02/22/2019,10:49,Cash,8.9,4.0,3,02/22/2019 10:49
552,210-57-1719,Mandalay,Normal,Female,Health and beauty,58.24,9.0,26.208,550.368,02/05/2019,12:34,Cash,9.7,34.0,4,02/05/2019 12:34
553,399-69-4630,Naypyitaw,Normal,Male,Electronic accessories,22.21,6.0,6.663,139.923,03/07/2019,10:23,Credit card,8.6,6.0,5,03/07/2019 10:23
554,134-75-2619,Yangon,Member,Male,Electronic accessories,19.32,7.0,6.762,142.002,03/25/2019,18:51,Cash,6.9,2.0,6,03/25/2019 18:51
555,356-44-8813,Mandalay,Normal,Male,Home and lifestyle,37.48,3.0,5.622,118.062,01/20/2019,13:45,Credit card,7.7,3.0,1,01/20/2019 13:45
556,198-66-9832,Mandalay,Member,Female,Fashion accessories,72.04,2.0,7.204,151.284,02/04/2019,19:38,Cash,9.5,4.0,4,02/04/2019 19:38
557,283-26-5248,Naypyitaw,Member,Female,Food and beverages,98.52,10.0,49.26,1034.46,01/30/2019,20:23,Ewallet,4.5,5.0,5,01/30/2019 20:23
558,712-39-0363,Yangon,Member,Male,Food and beverages,41.66,6.0,12.498,262.458,01/02/2019,15:24,Ewallet,5.6,6.0,6,01/02/2019 15:24
559,218-59-9410,Yangon,Member,Female,Home and lifestyle,72.42,3.0,10.863,228.123,03/29/2019,16:54,Ewallet,8.2,6.0,7,03/29/2019 16:54
560,174-75-0888,Mandalay,Normal,Male,Electronic accessories,21.58,9.0,9.711,203.931,03/14/2019,12:32,Cash,7.3,7.0,8,03/14/2019 12:32
561,866-99-7614,Naypyitaw,Normal,Male,Food and beverages,89.2,10.0,44.6,936.6,02/11/2019,15:42,Credit card,4.4,1.0,1,02/11/2019 15:42
562,134-54-4720,Mandalay,Normal,Female,Electronic accessories,42.42,8.0,16.968,356.328,01/30/2019,13:58,Ewallet,5.7,1.0,4,01/30/2019 13:58
563,760-90-2357,Yangon,Member,Male,Electronic accessories,74.51,6.0,22.353,469.413,03/20/2019,15:08,Ewallet,5.0,3.0,3,03/20/2019 15:08
564,514-37-2845,Mandalay,Normal,Male,Fashion accessories,99.25,2.0,9.925,208.425,03/20/2019,13:02,Cash,9.0,5.0,7,03/20/2019 13:02
565,698-98-5964,Yangon,Normal,Female,Food and beverages,81.21,10.0,40.605,852.705,01/17/2019,13:01,Credit card,6.3,9.0,6,01/17/2019 13:01
566,718-57-9773,Naypyitaw,Normal,Female,Sports and travel,49.33,10.0,24.665,517.965,02/03/2019,16:40,Credit card,9.4,3.0,8,02/03/2019 16:40
567,651-88-7328,Yangon,Normal,Female,Fashion accessories,65.74,9.0,29.583,621.243,01/01/2019,13:55,Cash,7.7,2.0,1,01/01/2019 13:55
568,241-11-2261,Mandalay,Normal,Female,Fashion accessories,79.86,7.0,27.951,586.971,01/10/2019,10:33,Credit card,5.5,1.0,2,01/10/2019 10:33
569,408-26-9866,Naypyitaw,Normal,Female,Sports and travel,73.98,7.0,25.893,543.753,03/02/2019,16:42,Ewallet,4.1,1.0,4,03/02/2019 16:42
570,834-83-1826,Mandalay,Member,Female,Home and lifestyle,82.04,5.0,20.51,430.71,02/25/2019,17:16,Credit card,7.6,5.0,5,02/25/2019 17:16
571,343-61-3544,Mandalay,Member,Male,Sports and travel,26.67,10.0,13.335,280.035,01/29/2019,11:48,Cash,8.6,6.0,7,01/29/2019 11:48
572,239-48-4278,Yangon,Member,Male,Food and beverages,10.13,7.0,3.5455,74.4555,03/10/2019,19:35,Ewallet,8.3,7.0,6,03/10/2019 19:35
573,355-34-6244,Mandalay,Normal,Male,Food and beverages,72.39,2.0,7.239,152.019,01/13/2019,19:55,Credit card,8.1,8.0,8,01/13/2019 19:55
574,550-84-8664,Yangon,Normal,Male,Sports and travel,85.91,5.0,21.4775,451.0275,03/22/2019,14:33,Credit card,8.6,234.0,1,03/22/2019 14:33
575,339-96-8318,Mandalay,Member,Male,Fashion accessories,81.31,7.0,28.4585,597.6285,03/01/2019,19:49,Ewallet,6.3,34.0,2,03/01/2019 19:49
576,458-61-0011,Mandalay,Normal,Male,Food and beverages,60.3,4.0,12.06,253.26,02/20/2019,18:43,Cash,5.8,3.0,3,02/20/2019 18:43
577,592-34-6155,Naypyitaw,Normal,Male,Food and beverages,31.77,4.0,6.354,133.434,01/14/2019,14:43,Ewallet,6.2,3.0,4,01/14/2019 14:43
578,797-88-0493,Yangon,Normal,Female,Health and beauty,64.27,4.0,12.854,269.934,03/26/2019,13:54,Cash,7.7,45.0,5,03/26/2019 13:54
579,207-73-1363,Mandalay,Normal,Male,Health and beauty,69.51,2.0,6.951,145.971,03/01/2019,12:15,Ewallet,8.1,6.0,6,03/01/2019 12:15
580,390-31-6381,Naypyitaw,Normal,Male,Food and beverages,27.22,3.0,4.083,85.743,01/07/2019,12:37,Cash,7.3,7.0,1,01/07/2019 12:37
581,443-82-0585,Yangon,Member,Female,Health and beauty,77.68,4.0,15.536,326.256,02/01/2019,19:54,Cash,8.4,4.0,4,02/01/2019 19:54
582,339-18-7061,Naypyitaw,Member,Female,Fashion accessories,92.98,2.0,9.298,195.258,02/13/2019,15:06,Credit card,8.0,4.0,5,02/13/2019 15:06
583,359-90-3665,Mandalay,Member,Female,Fashion accessories,18.08,4.0,3.616,75.936,01/14/2019,18:03,Credit card,9.5,34.0,6,01/14/2019 18:03
584,375-72-3056,Mandalay,Normal,Male,Sports and travel,63.06,3.0,9.459,198.639,01/19/2019,15:58,Ewallet,7.0,6.0,7,01/19/2019 15:58
585,127-47-6963,Yangon,Normal,Male,Health and beauty,51.71,4.0,10.342,217.182,03/09/2019,13:53,Credit card,9.8,2.0,8,03/09/2019 13:53
586,278-86-2735,Yangon,Normal,Female,Food and beverages,52.34,3.0,7.851,164.871,03/27/2019,14:03,Cash,9.2,3.0,1,03/27/2019 14:03
587,695-28-6250,Yangon,Normal,Female,Sports and travel,43.06,5.0,10.765,226.065,02/04/2019,16:38,Ewallet,7.7,4.0,4,02/04/2019 16:38
588,379-17-6588,Naypyitaw,Normal,Male,Fashion accessories,59.61,10.0,29.805,625.905,03/14/2019,11:07,Cash,5.3,5.0,3,03/14/2019 11:07
589,227-50-3718,Yangon,Normal,Male,Health and beauty,14.62,5.0,3.655,76.755,03/04/2019,12:23,Cash,4.4,6.0,7,03/04/2019 12:23
590,302-15-2162,Naypyitaw,Member,Male,Health and beauty,46.53,6.0,13.959,293.139,03/03/2019,10:54,Credit card,4.3,6.0,6,03/03/2019 10:54
591,788-07-8452,Naypyitaw,Member,Female,Home and lifestyle,24.24,7.0,8.484,178.164,01/27/2019,17:38,Ewallet,9.4,7.0,8,01/27/2019 17:38
592,560-49-6611,Yangon,Member,Female,Sports and travel,45.58,1.0,2.279,47.859,02/07/2019,14:13,Cash,9.8,1.0,1,02/07/2019 14:13
593,880-35-0356,Yangon,Member,Female,Sports and travel,75.2,3.0,11.28,236.88,02/05/2019,11:51,Ewallet,4.8,1.0,2,02/05/2019 11:51
594,585-11-6748,Mandalay,Member,Male,Sports and travel,96.8,3.0,14.52,304.92,03/15/2019,13:05,Cash,5.3,3.0,4,03/15/2019 13:05
595,470-31-3286,Mandalay,Normal,Male,Health and beauty,14.82,3.0,2.223,46.683,03/01/2019,11:30,Credit card,8.7,5.0,5,03/01/2019 11:30
596,152-68-2907,Yangon,Normal,Male,Food and beverages,52.2,3.0,7.83,164.43,02/15/2019,13:30,Credit card,9.5,9.0,7,02/15/2019 13:30
597,123-35-4896,Naypyitaw,Normal,Female,Sports and travel,46.66,9.0,20.997,440.937,02/17/2019,19:11,Ewallet,5.3,3.0,6,02/17/2019 19:11
598,258-69-7810,Naypyitaw,Normal,Female,Fashion accessories,36.85,5.0,9.2125,193.4625,01/26/2019,18:53,Cash,9.2,2.0,8,01/26/2019 18:53
599,334-64-2006,Yangon,Member,Female,Home and lifestyle,70.32,2.0,7.032,147.672,03/24/2019,14:22,Ewallet,9.6,1.0,1,03/24/2019 14:22
600,219-61-4139,Naypyitaw,Normal,Male,Electronic accessories,83.08,1.0,4.154,87.234,01/23/2019,17:16,Ewallet,6.4,1.0,2,01/23/2019 17:16
601,881-41-7302,Naypyitaw,Normal,Female,Fashion accessories,64.99,1.0,3.2495,68.2395,01/26/2019,10:06,Credit card,4.5,5.0,3,01/26/2019 10:06
602,373-09-4567,Naypyitaw,Normal,Male,Food and beverages,77.56,10.0,38.78,814.38,03/14/2019,20:35,Ewallet,6.9,6.0,4,03/14/2019 20:35
603,642-30-6693,Mandalay,Normal,Female,Sports and travel,54.51,6.0,16.353,343.413,03/17/2019,13:54,Ewallet,7.8,7.0,5,03/17/2019 13:54
604,484-22-8230,Naypyitaw,Member,Female,Fashion accessories,51.89,7.0,18.1615,381.3915,01/08/2019,20:08,Cash,4.5,8.0,6,01/08/2019 20:08
605,830-58-2383,Mandalay,Normal,Male,Home and lifestyle,31.75,4.0,6.35,133.35,02/08/2019,15:26,Cash,8.6,234.0,1,02/08/2019 15:26
606,559-98-9873,Yangon,Member,Female,Fashion accessories,53.65,7.0,18.7775,394.3275,02/10/2019,12:56,Ewallet,5.2,34.0,4,02/10/2019 12:56
607,544-32-5024,Naypyitaw,Member,Female,Food and beverages,49.79,4.0,9.958,209.118,03/28/2019,19:16,Credit card,6.4,3.0,5,03/28/2019 19:16
608,318-12-0304,Yangon,Normal,Male,Fashion accessories,30.61,1.0,1.5305,32.1405,01/23/2019,12:20,Ewallet,5.2,3.0,6,01/23/2019 12:20
609,349-97-8902,Mandalay,Member,Male,Food and beverages,57.89,2.0,5.789,121.569,01/17/2019,10:37,Ewallet,8.9,45.0,7,01/17/2019 10:37
610,421-95-9805,Yangon,Normal,Female,Electronic accessories,28.96,1.0,1.448,30.408,02/07/2019,10:18,Credit card,6.2,6.0,8,02/07/2019 10:18
611,277-35-5865,Naypyitaw,Member,Female,Food and beverages,98.97,9.0,44.5365,935.2665,03/09/2019,11:23,Cash,6.7,7.0,1,03/09/2019 11:23
612,789-23-8625,Mandalay,Member,Male,Fashion accessories,93.22,3.0,13.983,293.643,01/24/2019,11:45,Cash,7.2,4.0,4,01/24/2019 11:45
613,284-54-4231,Naypyitaw,Member,Male,Sports and travel,80.93,1.0,4.0465,84.9765,01/19/2019,16:08,Credit card,9.0,4.0,3,01/19/2019 16:08
614,443-59-0061,Yangon,Member,Male,Food and beverages,67.45,10.0,33.725,708.225,02/03/2019,11:25,Ewallet,4.2,34.0,7,02/03/2019 11:25
615,509-29-3912,Yangon,Member,Female,Sports and travel,38.72,9.0,17.424,365.904,03/20/2019,12:24,Ewallet,4.2,6.0,6,03/20/2019 12:24
616,327-40-9673,Mandalay,Member,Male,Sports and travel,72.6,6.0,21.78,457.38,01/13/2019,19:51,Cash,6.9,4.0,8,01/13/2019 19:51
617,840-19-2096,Naypyitaw,Member,Male,Electronic accessories,87.91,5.0,21.9775,461.5275,03/14/2019,18:10,Ewallet,4.4,34.0,1,03/14/2019 18:10
618,828-46-6863,Yangon,Member,Male,Food and beverages,98.53,6.0,29.559,620.739,01/23/2019,11:22,Credit card,4.0,6.0,2,01/23/2019 11:22
619,641-96-3695,Naypyitaw,Member,Female,Fashion accessories,43.46,6.0,13.038,273.798,02/07/2019,17:55,Ewallet,8.5,2.0,4,02/07/2019 17:55
620,420-97-3340,Yangon,Normal,Female,Food and beverages,71.68,3.0,10.752,225.792,03/28/2019,15:30,Credit card,9.2,3.0,5,03/28/2019 15:30
621,436-54-4512,Yangon,Member,Female,Food and beverages,91.61,1.0,4.5805,96.1905,03/20/2019,19:44,Cash,9.8,4.0,7,03/20/2019 19:44
623,852-62-7105,Mandalay,Normal,Female,Fashion accessories,83.25,10.0,41.625,874.125,01/12/2019,11:25,Credit card,4.4,6.0,8,01/12/2019 11:25
624,598-06-7312,Mandalay,Member,Male,Fashion accessories,91.35,1.0,4.5675,95.9175,02/16/2019,15:42,Cash,6.8,6.0,1,02/16/2019 15:42
625,135-13-8269,Mandalay,Member,Female,Food and beverages,78.88,2.0,7.888,165.648,01/26/2019,16:04,Cash,9.1,7.0,2,01/26/2019 16:04
626,816-57-2053,Yangon,Normal,Male,Sports and travel,60.87,2.0,6.087,127.827,03/09/2019,12:37,Ewallet,8.7,1.0,3,03/09/2019 12:37
627,628-90-8624,Mandalay,Member,Male,Health and beauty,82.58,10.0,41.29,867.09,03/14/2019,14:41,Cash,5.0,1.0,4,03/14/2019 14:41
628,856-66-2701,Yangon,Member,Male,Home and lifestyle,53.3,3.0,7.995,167.895,01/25/2019,14:19,Ewallet,7.5,3.0,5,01/25/2019 14:19
629,308-39-1707,Yangon,Normal,Female,Fashion accessories,12.09,1.0,0.6045,12.6945,01/26/2019,18:19,Credit card,8.2,5.0,6,01/26/2019 18:19
630,149-61-1929,Yangon,Normal,Male,Sports and travel,64.19,10.0,32.095,673.995,01/19/2019,14:08,Credit card,6.7,9.0,1,01/19/2019 14:08
631,655-07-2265,Yangon,Normal,Male,Electronic accessories,78.31,3.0,11.7465,246.6765,03/05/2019,16:38,Ewallet,5.4,3.0,4,03/05/2019 16:38
632,589-02-8023,Yangon,Member,Male,Food and beverages,83.77,2.0,8.377,175.917,01/15/2019,10:54,Credit card,7.0,2.0,5,01/15/2019 10:54
633,420-04-7590,Mandalay,Normal,Male,Home and lifestyle,99.7,3.0,14.955,314.055,03/18/2019,11:29,Ewallet,4.7,1.0,6,03/18/2019 11:29
634,182-88-2763,Mandalay,Member,Male,Food and beverages,79.91,3.0,11.9865,251.7165,03/20/2019,19:28,Credit card,5.0,1.0,7,03/20/2019 19:28
635,188-55-0967,Mandalay,Member,Male,Health and beauty,66.47,10.0,33.235,697.935,01/15/2019,15:01,Credit card,5.0,5.0,8,01/15/2019 15:01
636,610-46-4100,Yangon,Normal,Male,Health and beauty,28.95,7.0,10.1325,212.7825,03/03/2019,20:31,Credit card,6.0,6.0,1,03/03/2019 20:31
637,318-81-2368,Naypyitaw,Normal,Female,Electronic accessories,46.2,1.0,2.31,48.51,03/19/2019,12:16,Cash,6.3,7.0,4,03/19/2019 12:16
638,364-33-8584,Mandalay,Member,Female,Food and beverages,17.63,5.0,4.4075,92.5575,03/08/2019,15:27,Cash,8.5,8.0,3,03/08/2019 15:27
639,665-63-9737,Mandalay,Normal,Male,Fashion accessories,52.42,3.0,7.863,165.123,02/27/2019,17:36,Ewallet,7.5,234.0,7,02/27/2019 17:36
640,695-09-5146,Mandalay,Member,Female,Food and beverages,98.79,3.0,14.8185,311.1885,02/23/2019,20:00,Ewallet,6.4,34.0,6,02/23/2019 20:00
641,155-45-3814,Naypyitaw,Member,Female,Electronic accessories,88.55,8.0,35.42,743.82,03/19/2019,15:29,Ewallet,4.7,3.0,8,03/19/2019 15:29
642,794-32-2436,Mandalay,Member,Male,Electronic accessories,55.67,2.0,5.567,116.907,03/27/2019,15:08,Ewallet,6.0,3.0,1,03/27/2019 15:08
643,131-15-8856,Naypyitaw,Member,Female,Food and beverages,72.52,8.0,29.008,609.168,03/30/2019,19:26,Credit card,4.0,45.0,2,03/30/2019 19:26
644,273-84-2164,Naypyitaw,Member,Male,Electronic accessories,12.05,5.0,3.0125,63.2625,02/16/2019,15:53,Ewallet,5.5,6.0,4,02/16/2019 15:53
645,706-36-6154,Yangon,Member,Male,Home and lifestyle,19.36,9.0,8.712,182.952,01/18/2019,18:43,Ewallet,8.7,7.0,5,01/18/2019 18:43
646,778-89-7974,Naypyitaw,Normal,Male,Health and beauty,70.21,6.0,21.063,442.323,03/30/2019,14:58,Cash,7.4,4.0,7,03/30/2019 14:58
647,574-31-8277,Mandalay,Member,Male,Fashion accessories,33.63,1.0,1.6815,35.3115,03/20/2019,19:55,Cash,5.6,4.0,6,03/20/2019 19:55
648,859-71-0933,Naypyitaw,Member,Female,Sports and travel,15.49,2.0,1.549,32.529,01/16/2019,15:10,Cash,6.3,34.0,8,01/16/2019 15:10
649,740-11-5257,Naypyitaw,Normal,Male,Electronic accessories,24.74,10.0,12.37,259.77,02/24/2019,16:44,Cash,7.1,6.0,1,02/24/2019 16:44
650,369-82-2676,Mandalay,Normal,Male,Electronic accessories,75.66,5.0,18.915,397.215,01/15/2019,18:22,Ewallet,7.8,2.0,2,01/15/2019 18:22
651,563-47-4072,Mandalay,Normal,Female,Health and beauty,55.81,6.0,16.743,351.603,01/22/2019,11:52,Cash,9.9,3.0,3,01/22/2019 11:52
652,742-04-5161,Yangon,Member,Male,Home and lifestyle,72.78,10.0,36.39,764.19,02/03/2019,17:24,Cash,7.3,4.0,4,02/03/2019 17:24
653,149-15-7606,Mandalay,Member,Male,Sports and travel,37.32,9.0,16.794,352.674,03/06/2019,15:31,Ewallet,5.1,5.0,5,03/06/2019 15:31
654,133-77-3154,Mandalay,Member,Male,Fashion accessories,60.18,4.0,12.036,252.756,02/16/2019,18:04,Credit card,9.4,6.0,6,02/16/2019 18:04
655,169-52-4504,Yangon,Normal,Female,Electronic accessories,15.69,3.0,2.3535,49.4235,03/14/2019,14:13,Credit card,5.8,6.0,1,03/14/2019 14:13
656,250-81-7186,Naypyitaw,Normal,Female,Electronic accessories,99.69,1.0,4.9845,104.6745,02/27/2019,10:23,Credit card,8.0,7.0,4,02/27/2019 10:23
657,562-12-5430,Yangon,Member,Female,Fashion accessories,88.15,3.0,13.2225,277.6725,01/18/2019,10:11,Ewallet,7.9,1.0,5,01/18/2019 10:11
658,816-72-8853,Yangon,Member,Female,Sports and travel,27.93,5.0,6.9825,146.6325,01/29/2019,15:48,Cash,5.9,1.0,6,01/29/2019 15:48
659,491-38-3499,Yangon,Member,Male,Fashion accessories,55.45,1.0,2.7725,58.2225,02/26/2019,17:46,Credit card,4.9,3.0,7,02/26/2019 17:46
660,322-02-2271,Mandalay,Normal,Female,Sports and travel,42.97,3.0,6.4455,135.3555,02/03/2019,11:46,Cash,9.3,5.0,8,02/03/2019 11:46
661,842-29-4695,Naypyitaw,Member,Male,Sports and travel,17.14,7.0,5.999,125.979,01/16/2019,12:07,Credit card,7.9,9.0,1,01/16/2019 12:07
662,725-67-2480,Mandalay,Member,Female,Fashion accessories,58.75,6.0,17.625,370.125,03/24/2019,18:14,Credit card,5.9,3.0,4,03/24/2019 18:14
663,641-51-2661,Naypyitaw,Member,Female,Food and beverages,87.1,10.0,43.55,914.55,02/12/2019,14:45,Credit card,9.9,2.0,3,02/12/2019 14:45
664,714-02-3114,Naypyitaw,Normal,Female,Sports and travel,98.8,2.0,9.88,207.48,02/21/2019,11:39,Cash,7.7,1.0,7,02/21/2019 11:39
665,518-17-2983,Yangon,Normal,Female,Fashion accessories,48.63,4.0,9.726,204.246,02/04/2019,15:44,Ewallet,7.6,1.0,6,02/04/2019 15:44
666,779-42-2410,Mandalay,Member,Male,Food and beverages,57.74,3.0,8.661,181.881,02/20/2019,13:06,Ewallet,7.7,5.0,8,02/20/2019 13:06
667,190-14-3147,Mandalay,Normal,Female,Health and beauty,17.97,4.0,3.594,75.474,02/23/2019,20:43,Ewallet,6.4,6.0,1,02/23/2019 20:43
668,408-66-6712,Naypyitaw,Member,Female,Health and beauty,47.71,6.0,14.313,300.573,02/16/2019,14:19,Ewallet,4.4,7.0,2,02/16/2019 14:19
669,679-22-6530,Mandalay,Normal,Female,Sports and travel,40.62,2.0,4.062,85.302,01/17/2019,10:01,Credit card,4.1,8.0,4,01/17/2019 10:01
670,588-47-8641,Yangon,Member,Male,Fashion accessories,56.04,10.0,28.02,588.42,01/14/2019,19:30,Ewallet,4.4,234.0,5,01/14/2019 19:30
671,642-61-4706,Mandalay,Member,Male,Food and beverages,93.4,2.0,9.34,196.14,03/30/2019,16:34,Cash,5.5,34.0,7,03/30/2019 16:34
672,576-31-4774,Mandalay,Normal,Female,Health and beauty,73.41,3.0,11.0115,231.2415,03/02/2019,13:10,Ewallet,4.0,3.0,6,03/02/2019 13:10
673,556-41-6224,Naypyitaw,Normal,Male,Health and beauty,33.64,8.0,13.456,282.576,02/15/2019,17:10,Credit card,9.3,3.0,8,02/15/2019 17:10
674,811-03-8790,Yangon,Normal,Female,Electronic accessories,45.48,10.0,22.74,477.54,03/01/2019,10:22,Credit card,4.8,45.0,1,03/01/2019 10:22
675,242-11-3142,Mandalay,Member,Male,Fashion accessories,83.77,2.0,8.377,175.917,02/24/2019,19:57,Cash,4.6,6.0,2,02/24/2019 19:57
676,752-23-3760,Mandalay,Member,Female,Sports and travel,64.08,7.0,22.428,470.988,02/19/2019,19:29,Credit card,7.3,7.0,3,02/19/2019 19:29
677,274-05-5470,Yangon,Member,Female,Food and beverages,73.47,4.0,14.694,308.574,02/23/2019,18:30,Cash,6.0,4.0,4,02/23/2019 18:30
678,648-94-3045,Naypyitaw,Normal,Male,Health and beauty,58.95,10.0,29.475,618.975,02/07/2019,14:27,Ewallet,8.1,4.0,5,02/07/2019 14:27
679,130-67-4723,Yangon,Member,Male,Food and beverages,48.5,6.0,14.55,305.55,01/11/2019,13:57,Ewallet,9.4,34.0,6,01/11/2019 13:57
680,528-87-5606,Mandalay,Member,Female,Electronic accessories,39.48,1.0,1.974,41.454,02/12/2019,19:43,Cash,6.5,6.0,1,02/12/2019 19:43
681,320-85-2052,Mandalay,Normal,Female,Sports and travel,34.81,1.0,1.7405,36.5505,01/14/2019,10:11,Credit card,7.0,2.0,4,01/14/2019 10:11
682,370-96-0655,Naypyitaw,Normal,Female,Fashion accessories,49.32,6.0,14.796,310.716,01/09/2019,13:46,Ewallet,7.1,3.0,5,01/09/2019 13:46
683,105-10-6182,Yangon,Member,Male,Fashion accessories,21.48,2.0,2.148,45.108,02/27/2019,12:22,Ewallet,6.6,4.0,6,02/27/2019 12:22
684,510-79-0415,Mandalay,Member,Female,Sports and travel,23.08,6.0,6.924,145.404,01/24/2019,19:20,Ewallet,4.9,5.0,7,01/24/2019 19:20
685,241-96-5076,Mandalay,Member,Female,Home and lifestyle,49.1,2.0,4.91,103.11,01/08/2019,12:58,Credit card,6.4,6.0,8,01/08/2019 12:58
686,767-97-4650,Mandalay,Member,Female,Sports and travel,64.83,2.0,6.483,136.143,01/08/2019,11:59,Credit card,8.0,6.0,1,01/08/2019 11:59
687,648-83-1321,Yangon,Member,Male,Home and lifestyle,63.56,10.0,31.78,667.38,01/16/2019,17:59,Cash,4.3,7.0,4,01/16/2019 17:59
688,173-57-2300,Naypyitaw,Member,Male,Sports and travel,72.88,2.0,7.288,153.048,03/13/2019,12:51,Cash,6.1,1.0,3,03/13/2019 12:51
689,305-03-2383,Yangon,Normal,Female,Food and beverages,67.1,3.0,10.065,211.365,02/15/2019,10:36,Cash,7.5,1.0,7,02/15/2019 10:36
690,394-55-6384,Naypyitaw,Member,Female,Sports and travel,70.19,9.0,31.5855,663.2955,01/25/2019,13:38,Cash,6.7,3.0,6,01/25/2019 13:38
691,266-20-6657,Naypyitaw,Member,Male,Food and beverages,55.04,7.0,19.264,404.544,03/12/2019,19:39,Ewallet,5.2,5.0,8,03/12/2019 19:39
692,689-05-1884,Yangon,Member,Male,Health and beauty,48.63,10.0,24.315,510.615,03/04/2019,12:44,Cash,8.8,9.0,1,03/04/2019 12:44
